filename,split
1dbcb814feab6c6ddda22369227495b8.npy,train
1e3b7041aaee443d5eb218749a291619.npy,train
1e3c8ed3d2374fc14367c9eba827bfd6.npy,test
1e7a7945cd9ce60ce43f47cb72f72286.npy,val
1f10707f08605a7db3b891602f89fc47.npy,val
1f137f38dc41cef33d85224b1b695b85.npy,train
1f287694ea722237be00ed454b5f26cc.npy,train
1f52cbff3253acc260b19cdd5a0264e0.npy,train
1f8631eabc766fbb41dfffccf7935e56.npy,train
1fa4d407e5d97e5c0cf6c96340f20f59.npy,test
1fd52544b0610c7157c267290fb13552.npy,val
1ffdf22253ac587cee9c8acd3a982ef3.npy,test
200cef6961f75293ce00ca1ca756b175.npy,train
2033b639d53c2a127528f4aa65b08e89.npy,train
2066620c6cd74c1560cece2c2feeee16.npy,train
2087bd5b443989dff49e4150b867f1c9.npy,test
20d05f5009a483b20b01b97472a026a0.npy,train
20d134e45a4b6fd3fa8b01019765e465.npy,train
20d3e8fc45de9915cf18f717edb7d078.npy,train
210840cbe9ed388403dd2b6c7313c5fe.npy,test
213b6506f98969d96b3e49bc8948d271.npy,train
21641fadbbae9248deb07cbf9cb7aadf.npy,train
22125a34d08510cd8ce8a0e8df729d34.npy,train
222da14e2853b8f23bb687fe764ffe86.npy,train
2240d8736b7edd679150f092b5b6bcf7.npy,val
22c3c01c6b6045a61fd0500f7735a59b.npy,train
22df6a33c906cbbf66ef87c726f43446.npy,train
235246b722cfc2e3c84aa85ac10666d8.npy,val
2382a9804369d642d06c3544d537b979.npy,val
240da0df8b5d5418b67997700419e041.npy,train
248569dd0e3c1262a2772030ac1fea0a.npy,train
254421fd5674d3690b0dbef474af8617.npy,train
25d859cc1c4b3e9adead03bc84ac1c41.npy,train
263510f549d381997934a3235ec65b10.npy,train
2636d51e7c6ba785852bd4e6a4341a92.npy,train
26aee5b65c9dbf3a8c1111e68f362a1f.npy,train
26b30fa9b7900f024a9a6c479222f65a.npy,train
26c70d195c730c92e424ba89d281a54b.npy,test
26e0886a617a4864b0ad1f72fa1fe47f.npy,train
2705ee76659312b604009f4546781b6b.npy,train
274ad5b4ccc72ce524a34071195d6707.npy,val
28297783bce682aac7fb35a1f35f68fa.npy,test
2833c6a6d2cab9800a784d38a89cc292.npy,test
284ff31467d92cb95f477fea90272abc.npy,train
2854e554fb7956c9e4501ca7ccc6f985.npy,train
286f74378cd637a8cbbc8624dcf7e483.npy,train
28e6b77c4dbb2b6f79c9e121e0d1127d.npy,train
2914f794fc4fd0583091b2e1a2c0c341.npy,test
2971b82470e3e34011c43776a809d38e.npy,train
2985b8f20cec06dbb1cab8dc4d7e51cc.npy,train
2a4cbbad3d283fb523188c547dfd7885.npy,train
2a4e8a0a634c7805c8fa1aa15cc703a9.npy,val
2a8125d9f4fc18ae2c44d9fc6bb52136.npy,train
2a9de486092d3247516660de951a51c1.npy,train
2ac69dcb403f91622c375a60079b6f26.npy,train
2af3400b27d0ce878d99e927f6db7cc0.npy,train
2afee83efbf69c9ba2485ff9d86971ff.npy,train
2b1f264988f345997e5c6794302ded71.npy,train
2b233108752c18bc92ddc4de7ae70806.npy,train
2b42718ef36fefd1423d7bd16325c697.npy,train
2b623810cda759d56eec3abb5c7e5dbf.npy,train
2b68c39de34ca359e45d2c5ea680d9ad.npy,train
2b714c9a157de52de6b7e0105bc1b757.npy,train
2bb46ba5f9795868f43d8c093df74746.npy,train
2bd1a751d46a7d020ffba6b1329499e7.npy,val
2beff296864fcb79fa8e6d9868063fe7.npy,train
2c005371c13871e4a216b9fa1b917ec6.npy,train
2c03bc7514227203040dbec7c47a4b03.npy,val
2c6093325e1e6a17d35a80a6cb58308f.npy,test
2c922e7ae5af331ba422a3200b527f8c.npy,train
2d27e8e80f0ba85192d392af70657cdc.npy,test
2d58d7f144f67a5571d311877805a069.npy,train
2e5b87d49b79867dbba223becd747f5b.npy,test
2eb1164f9205295de7ff037d621641c9.npy,train
2f21269eb8e21fcf62749e0a9b71e767.npy,train
2f37313617002078cc2e3e5a7976f685.npy,train
2f3e2b3fda4e7e81e60379b5daa2b2c8.npy,train
2fadd59351393c8485ee50d0400a5af2.npy,train
304614a3851470b750132ead8638a04a.npy,val
3084d333c9947d72bbca727378a8b408.npy,train
3086f9045b0a659c269188be328c129f.npy,train
312df8e315d435ffe1fe8092e41517d2.npy,test
314b6eaac18cd7f6aae178a8aafcf977.npy,test
31ddd3ff0786a65aa95de381ada8e7cf.npy,val
322d8847273dd313a1a8aa7b55ddccea.npy,train
326d7c2123c6c9bcfe775fe48567a182.npy,train
33c0e9479d03e51da812cdcf8cbf6dfe.npy,test
33eaa7f471387f57d9deca52d209239c.npy,val
33ecdabb62652189cd48fdb8cf5060de.npy,train
33f79f029a94ae1600002baca7cf8e6c.npy,train
344f76baddd631707ac0d1851cc127e7.npy,train
34ef332520f50127e3e78c2e1477d37e.npy,train
34f0c1f5477e407df81cfad2e6338586.npy,train
357cab60dcfb9d6a1c49ba6c7c9a1adc.npy,train
359fd2a545868824a563ae51cc4a436c.npy,train
35a4fce3f38280139f2d2e6756d3fce8.npy,test
366682714cfc2522985a5ea10b485734.npy,train
370db482253353f46932b1e6e50ae33d.npy,test
37b0155d8a367aff7fbf6c4fd86b8ea6.npy,val
37c122641ee384a0958641f183e8aca1.npy,train
37c6735f2b485da81833750ea29a4b3a.npy,val
3827da31fce88576a2d70fbc23ee768d.npy,train
383124c0e49fa10f28f3e3abf2250a8c.npy,train
387cd60c78e1892c9ffd5cc18a8302cb.npy,train
3898848647fb819d2e53be3762246f66.npy,train
38faf70bcfc6dfe7adace2128835da6a.npy,val
3998dfd4007fd1ab206626241d7f6841.npy,train
39df80360296ef0a3fe064bd8444281d.npy,train
39e75d35d88f4b61aaa24a42340f3984.npy,train
3a095a46b3c3cacd7eb5afa77cddd136.npy,train
3a20acb7df79f4ac37071aa6149e4d01.npy,train
3af63918425fa8c4407a50f4424001a3.npy,test
3ca47fcb832e91de42abd35e4b644581.npy,train
3cac1e950f99fd0efa11d5558f653af9.npy,val
3cd2f4195907ce6bda1d934b0511c94d.npy,val
3d83c59aed15eb447561481feefdccc3.npy,train
3d8705d01be2cbf5755079d68c083273.npy,train
3dbd2d91e859c67c0c13d1e963be9c4b.npy,train
3dbebf7ef2750d281f537023f83da8d2.npy,train
3e833670bee884f90134f703b78a7877.npy,train
3ebbe179561c732c736db9c08340f539.npy,train
3f1dc137621504d34bfb265ec13b7ea8.npy,val
3f9a6da5a4dfdd20c95c1a26254c719c.npy,test
3fb206770fb52474b02b693cc63f4fe5.npy,val
3fef5bc25eae1662a201506d3b869d8b.npy,test
4010ae460a28588ce2a66413214cb48b.npy,train
405799b53b19126e350559bb23c15f94.npy,train
4062e6bc9543926809d351b86e433685.npy,val
408f36b18f3e73584f8db6166a319737.npy,train
40bd1cd1a9afec0f3078983e92bab9cc.npy,train
40fa39da6fc577f6df1e2de4f5dcd9a5.npy,train
41c72cd08de9eaf8642ab963abed6dec.npy,train
42666ed91a46a624e23666a0f33d9b95.npy,test
428417a0636fa67c0baa84608b6b341c.npy,test
4326eef7ce7d93bead3eea2c36848da7.npy,train
4339f45a47abefb063f0b1291b9f097b.npy,train
434855c5a0357e6b9ed698fcbace2309.npy,train
4357c6e6ed61ae6a8d51c802386fd038.npy,train
4407dc25d0eb21af4b79f4990fafc4d4.npy,train
443cf0a86f7cded87471dd57cd8817e9.npy,val
44c4b0ecd84c1c48d2e49bac5d0f16c8.npy,train
44fddbcac52df687072fe9ecd807c629.npy,train
451c05cd7bc849cde626d29b82a215df.npy,train
457c7f50c472c185d2c86f9fa1f98f63.npy,train
45ea515a0cd81cf37f773e06a70cee84.npy,train
460afbe1a01a0a02c9173ca56b6d22ba.npy,train
46178c13eb8ab9e408e520589864ee40.npy,train
463f685b8836c52c84e2b6a1cead6937.npy,train
469b0bf79443bd02c44203ceaf6b1b36.npy,val
46e1c5b4a15c8d8a867c9314136155e9.npy,train
46fe49426936082b1f7307d4d644ed01.npy,test
4741b423ab5c41b93c686c257d3178e0.npy,test
474d79452bc3265caea139c1499e0113.npy,train
4751222070d9e5485559bf55b3be7181.npy,train
4759910a8b6bfc7605ddbd9019e2b29b.npy,test
4769e72cf17358c6ffc88d7cfdebd56c.npy,train
4769fd2bf971e53b26eea7d25c9a43cd.npy,train
47f42a00ba560deefe8e6ff6a6f315e3.npy,test
47fd74b8872c1892007143ba1bd07dcf.npy,train
48089d650d48b5c7724b2f660bd8ccd3.npy,train
483f7f93dab6ddbcd0544a3ba977cef8.npy,val
484d10ad6285b8813c1718963cf1269c.npy,train
487391549d27ba8454bccc3d3f21c0ae.npy,train
487c81d2199d4dbcfbd8e2f4430f9638.npy,val
48f0f5f29b9a09f74804085328f7a6ab.npy,train
495e0216237d970dd767108580bdf35c.npy,train
497a8595576cffea7db609593114c41d.npy,train
49cc5d37e711a2c076b2aa02276950cd.npy,train
4ac2ed93710a0adb3a33193189af0b27.npy,train
4b2395a4c157fc891ee1424893690c1c.npy,test
4b551cf0353fe8c304ecd992bffdd72f.npy,train
4ba8875888c516e93410652860513df0.npy,train
4c0a3e9bc23aea4dfb8cc664229e39f5.npy,train
4c2282d4d53eb5a4d626b0e45de03b1b.npy,train
4d566d233c737a38580d9d47222052a0.npy,val
4d6d59d4e9cb11f12d265e0c44a64847.npy,train
4db7feee976e39aa6ff2fd8242e32ff5.npy,test
4db9ee5a3a2f3344198f2e8984cf6bc1.npy,train
4dc444bf1c39d239fd6dcd4d911eff26.npy,train
4de709d488d2d73a826bd448b35ef5f7.npy,train
4dea84dc44e5f95a57f38e8d726ec05b.npy,train
4deb6615a6251240f1996b173d902459.npy,train
4dfec94817bffb943598743698176831.npy,train
4e2bb8d2699d2949aad2cb259906329e.npy,train
4e2c5e919b181352b3456879f58aafac.npy,train
4eb166e5747e64399b5b021c97734956.npy,train
4f1b8a55485880a72512bec5451a2567.npy,train
4f7a3818f6243805ffb74e98f6f90696.npy,train
50190a382fb0403f9028cea2de91f412.npy,train
5094ed00d2a113b3a4b5a7d0002cc97a.npy,test
50d4462c7680f3624ffe7ed9821f10a2.npy,train
50da3b9c77fee4f7a4285b7bf276ad44.npy,train
50e31bef5357501380f5128c5e5661b7.npy,train
511742ac6c524d29e4991704af209c0d.npy,train
512c90e3609081f5f16d3863261b91be.npy,test
514b4c95bf5f79371f9d0faa33448bd7.npy,train
514f5108f840431b530e843bf5bdab28.npy,test
519ac94198f99ed9c52be45c8707f19a.npy,train
51bac21024ce6e65912b2c40fc99cf4f.npy,val
52769cc7d68ec876627190ed3fd8338a.npy,train
52bf8ca431210782ca95e21ba87693cd.npy,train
536a47abbf5df7d794f4d2c1b4a4414a.npy,train
53c64c5af0227ea449ef5396d1d74425.npy,train
53f69262bf678c123cd5fac526b19cb6.npy,train
543fc1dfdc1a12030dadc1ad2e42cd73.npy,train
5443742fb9bcc451fce2b3b20e4b03e9.npy,train
5490661cb7c8ab08df1064ebc77bce9d.npy,val
54b7a646878561b783c0f59cc2b36047.npy,train
54b83bef4ffd7a7cdcb81442ce9502e7.npy,train
54e4eaba71343628335ad04b4d2fe566.npy,train
54ff977f936a788a84e5da14c2d7015d.npy,train
552920d805d02427c6502cfdd00deac2.npy,test
5569cbb9cee49c703a9b8e030c046dfa.npy,train
5572882a3bbf2b448e6a40a4a6161142.npy,train
557b4fba90adbae3a7eeb8889cf9d094.npy,train
5599635e81c19cd908e799e9f7a46889.npy,train
55c86c9da3412759d775e6e3762eb3a7.npy,train
55d66ce8672075963c3247a496008e77.npy,train
5639b1b8791fe1b74f7dff18d52a0ff2.npy,test
5722fe80d0dda78b2ece15c525b63910.npy,train
572b023321d7da45814ecf43513bda70.npy,test
57cfd520cb0990302d9593e54b8a07dc.npy,train
58425b0b59c42f12c81aae9454de77cb.npy,train
588fdd8127be4640ebaacc205208c301.npy,train
5896ec550e2415d4d8ae18e2897a050f.npy,test
58b6cb7d67c4094591b316a27aaee74c.npy,train
5921032da1761ad25eebf2c955de14f9.npy,test
5976fe0bbb2ee2be28cf4242b9ef9a45.npy,train
59b180754749e792f33565463046e486.npy,val
59ceabf221d924179e6edbd456dfdb65.npy,val
59fe0c08965d636f26dd511f4207c5e1.npy,train
5a1137ceb55e5dc4953b343e7a0c8ed5.npy,train
5a12b5330f7a8352699ed682831c9da4.npy,train
5a38fbfc0c45210714bec024e6016a29.npy,train
5aa20fa1dc3bde6469953c65c4a62e22.npy,train
5abdf33904b580bb9c99a889e85cc161.npy,train
5ad123312604e9953989795117fc8cf9.npy,train
5bdb154cf0c0aabf9c0d90f1e4019425.npy,train
5c4b4d104f17f9369bf820e92ab1a8a3.npy,train
5cde061b11ee10079ee840021a5a9a57.npy,val
5cde79e5491e7d08977ea5a9094a88b9.npy,train
5cf98dc10b43762d81b23a015c87d35b.npy,train
5d4758065b9b416555d4abdacf4ea761.npy,train
5d75b26b4518e68f8aeb17b6c3f83eba.npy,train
5d9369fe79237bf39400b0b250da7166.npy,train
5d979b63651710a83d18a9de535e9d2d.npy,train
5dd4f214a6b7fb669b47e52fa95c466b.npy,train
5deb8469875e1dda75c119500f633c30.npy,test
5e3fb1470a5daa8c0acc62089d72e614.npy,train
5e91a7b3ca27c983a3d7d83888218243.npy,train
5f4a93f269c91faa15fb5e2f2dca7ca2.npy,train
5f58bcfd69f35bde8f3ca6c9a55f6245.npy,train
5fa984743cfc49cf253cb67618ad722a.npy,train
5ffa8a15f5642e8ac66a569c7bfb28ac.npy,test
600337aef93849317787e7d4952d3029.npy,val
60132bb07a137cd62bda6392c4992a27.npy,train
602ae732b714bc1e5a95b8902e1044b4.npy,train
602c9b62137e3f8a7bc00ea4008a1876.npy,val
606fdb3b4d012d1cd08cd5dc0bbaa243.npy,train
60bd2a67af3eb1b2c9aa52e3bc0c563d.npy,test
60bf9b443bcfc383f606cfd023db7aba.npy,test
60ce09e340c89d7255b2b9960c1d45f5.npy,train
60df0784c579a6fce9bb784acbc5efa7.npy,train
60ef6b3342be480096df5fdff494c416.npy,train
612b6b7d146d24d531dc48b1acf6e83e.npy,train
61760cf42e47350b2a64bfce3da9d910.npy,val
617e4227a1c15e165698d1ee876354a8.npy,test
617ff16e4867ad789ac3186e5e1588a5.npy,val
618da03694f1771d47c9d3735836a74e.npy,test
61bc5d8e50e25b9d3d22d3a60150ee14.npy,train
61f479990e355b52965c96527dc163ab.npy,test
62024de2d390ba683c4511bc4c7c2812.npy,train
6283cb236fb602448024bd193baa2b46.npy,test
632775372a2abb6f74d1ce691ffbceec.npy,val
64230df1dd7797d8e9917f7fdb24af5a.npy,train
6473fbdf1cfc720e4f99489c8ba148fe.npy,train
64a5154345872ebee1536045acfaae25.npy,train
64b9f15282acbda8c43ab7a355b9d935.npy,train
64bcdf2ac28db574b0cf82ae66a75c48.npy,val
64bd52b8cfb37cd37dec89c6dfc287f4.npy,train
64c52b00b42358ad15b441eaa8d062c7.npy,train
64cf3684f7192ca5a003de4e004a0946.npy,val
64f40a97c506ac96ef51e3bf1187d25b.npy,test
65217abbe61c0a76047f8f3974cd8b52.npy,val
65479f7e99c54b95d7694d7099f395b4.npy,train
65e2a97b4b680a86674987f25721d508.npy,train
666e0a9c95b01989cd257ab88fef7dc4.npy,train
667dd0a5e821bc5a7fc4ca799028c909.npy,val
66b01b6dc22d61815843ca4b17295ed0.npy,train
6761334cf50300b6a7414cd779c838c1.npy,train
67c843595e06fa819977b68ff70dacc8.npy,train
680922bc843c8b0ff7fc97fd65c66449.npy,val
6812c63453c3471131cdb2a11706ba94.npy,train
6818059b1d15917f3f80293ff51246b1.npy,train
681b6cfbd18aa0bcbd736b3e9edc23b2.npy,test
68c7618466e21dd197ecc579a876682c.npy,train
68cf6915095ac53015f8da263cbd1a7b.npy,val
6923e63eeebee78c2abf33c2e5dab729.npy,train
69d03376a7d5d127a069885cf030d46d.npy,train
6a850eb1b9d1bdb04c152d2dad37f92d.npy,test
6a9b101796121175f550f21b8abc49d3.npy,train
6ab58e7e9f775df6bf1b645b6ce79a44.npy,train
6ae30ceb846297683a980d7a50bf289d.npy,train
6af29567f38516d09ded23fb1fc195a2.npy,train
6b47601b1c96e55116a1f809fa5231b4.npy,train
6ba2cabcb923a90ebb3e28939d0b221d.npy,train
6bb6a26203d5f2f279f31e14860e32b7.npy,train
6bdc259c98ccef0349c373cc58ac404f.npy,train
6c4c1fcb58ab53b468d6f73e055f019c.npy,test
6c82068b64521234865edb5ef5e70cdd.npy,train
6c8f6409af7ea9c8afc9b0b04b3a99eb.npy,train
6c989a6795cb527fce0f3249bd0f1b83.npy,train
6cf21620196d3257d613e9cb4ac5cd09.npy,train
6d061fd9d7df60940aeaca1e8521274b.npy,train
6d9615c0ce3b20fc98f46449d50d8853.npy,train
6e2936f7ce0a2754943314cba0e8e868.npy,train
6e54122abfeb715c6d43f8c6c388d9ba.npy,test
6e6a72fe3dc5dee6adb9520ac8271d93.npy,train
6f687606a07885f907940c669621c896.npy,train
6fcf4fb8c3dfdf399f51a37564fc327b.npy,val
6fdcdc0968ddc6412ac992345f539074.npy,train
7011e806b5f894c645e6a30402a3b264.npy,train
7033cfb441c3c0ba321c10fd885b6d1b.npy,val
7048fc38949d62e8257ed803e169351b.npy,train
7079e616b337bbbb8c9d6d02db053976.npy,train
70adb15c0734e82e86939e0449c399f8.npy,train
70b9bd861318c49119be1d5c5f9bde48.npy,train
7153060a0e613fd818b2d5935d311bf9.npy,train
71647ec26af924d1a4ca6deb537ff0c2.npy,train
724ee393e00af6daac459d8dc8da813c.npy,train
7315de37ff52202124d4c09e80782fea.npy,train
7318394c1e69d4b221782af77db88b7f.npy,train
738755d4eae252007a7b8089a8c5b8fa.npy,train
73980e3f648d42d17fc13a7163c53d50.npy,train
739fbcc08f2996588c2f501a2571cdb6.npy,train
73cec5e4a7e986773929a1a83437f399.npy,test
743b68e5b8381a6209784136ac86e81c.npy,test
7447116fab221c4115dee1eab48469a6.npy,train
744d4293c86d0f92361b0a28f15eedd1.npy,train
748003e4b8d1896fa6bb048581a7fa4a.npy,test
74e71de3a36d1639383ea0986b09daee.npy,test
75564edacba28fb75caeb2e89791283d.npy,val
76269eaa96f0fac13bf00e3c344cf0a9.npy,test
7661bf0094f673f55afd9273d50be8be.npy,train
76b69ee3fd34b8e61068c23bf1c38f25.npy,val
76e819821be6c9079e4f822b68bc9777.npy,train
7798ad245b4a3e54ee1a889ce0b97e30.npy,train
77a1b8bfea12a98d3c117c7c8c01cbe6.npy,test
782bd2c7419de9eef9adf96b8e8e8352.npy,train
78b1e5a5f686476ca2b73aa044e7082c.npy,train
78b2c33ec3059f8df5e9d8af3bd7a4e4.npy,train
78caf82c79055896fbcaa07d4cdcd80e.npy,train
78cdf8f6fd247115d1e6c5ac643d3532.npy,test
78dd1a514dbef12a22838eb71f155f03.npy,val
78e62f89ffb1eb7c15ad328784653a18.npy,train
7951ef4f1e00b13adb6b4d34993812f6.npy,test
796d2bc2216ab3fd241195a2c613d33d.npy,test
79bf64fd7d8e7181a8552f45797be788.npy,test
79c88b3874cf30a02ddf96c434cdbb38.npy,train
7aba8b581f260157e0f7036e7b6395e6.npy,train
7abc6e9fb284668fb8fbb8fb68b90c4e.npy,train
7adddf18700a2fc0b055b30bcac866e8.npy,train
7b385918c99d42c097361e908a907c8d.npy,train
7b3a16fb9cc80c73538bf7e7d5511a95.npy,train
7b3f9a97d8d7cb610a197d94da0814a9.npy,train
7b57bdfec1796247d71d310dc818269c.npy,test
7bb4dbd211ac5e242b22c47c827c649a.npy,train
7bc915d8a8fe52d043dd48e3569931fe.npy,train
7bff4cc98df57be34ffc0fdb3a10550c.npy,train
7c72648e11e0f621726663bf831f3dec.npy,val
7c8dd6cc42287456449e046e15b7e33b.npy,test
7ce4407d213892d755d5706e473c8302.npy,train
7d18788160a9264489511c26fecf5084.npy,test
7d332304bd8b898e6fb36cd6c3287861.npy,test
7e188166d5da8870f2725f0ab4f1eefd.npy,train
7e39f1f27ad5db541f5926753b0506b2.npy,train
7e8c1d9d80db33de1d7f3cfc030a8296.npy,train
7ebc2728c8905585208cf77319a23e00.npy,val
7f21bada90f3832c95d4f626989dec91.npy,train
7f704c56f12e4d599f91dae565a0d635.npy,test
7fa358a027fa1b482cee1014c3ff2ed4.npy,train
7fea980aa8ce8cf398a50b2d1a13889a.npy,train
7ffa3ddd65227688b49199bedbbf85b4.npy,train
805def800f49ca06ce5363caf996916c.npy,val
8072f2c155b12e6e8fb7718c5be807b5.npy,train
80d5f59e4802d51b1fa37e191fef3299.npy,test
8201812c7f5978b8b9d43c1d36031474.npy,val
8207bfebcf167bf8ba9caec99a64b0a4.npy,train
822f2185ee3217d8a2a652764529b08c.npy,train
82459bd8fe0169afa9b41f94da8e7aec.npy,test
827faa1320e0c2dfe465c05c2f720ad3.npy,val
82de5615a2fc0fd9668b529761778313.npy,test
82efb6020f9a3280fc8da09be26c7179.npy,train
832da13ca70cd4f34655c191f532d66b.npy,train
834a0d4180674e56398ffcdb774b4158.npy,train
83582f65f5157d28a4ec29e4b738dd35.npy,train
837ea00d865bb119dcd1b11317b01cad.npy,train
83c095186e7c31c440cdd2742c338d87.npy,train
83e656364aee07583313a8719d2bd766.npy,train
8422e4f392933cd266acc0ac9980d535.npy,train
84537130db405533cae059ab74c5292e.npy,train
84ca5061a88905157db36be9055b44c7.npy,test
84d349a040c49730b0b8a25499d541c4.npy,train
84d70d5fb8d600cb7ec08cf597c919aa.npy,train
